claim_id,policy_id,claim_date,loss_date,claim_type,claim_amount,settlement_date,status,policyholder_region
sdv-id-LBEzIV,sdv-id-CTeFrp,2022-03-01,2022-02-26,Auto,370.5,2022-04-13,Closed,North
sdv-id-bKlJIQ,sdv-id-ZYgiCg,2022-04-30,2022-04-30,Health,16581.25896149606,2022-07-13,Closed,East
sdv-id-qkDEQY,sdv-id-hTcCUS,2022-04-17,2022-04-15,Liability,38370.31234287995,,Closed,West
sdv-id-wnFyWM,sdv-id-hxsHzO,2022-03-21,2022-03-18,Liability,51034.6417512285,2022-04-21,Closed,West
sdv-id-YkijnY,sdv-id-xzPWga,2022-07-19,2022-07-17,Liability,43528.62213173221,,Closed,West
sdv-id-TqfCgU,sdv-id-KIiPKu,2022-01-28,2022-01-25,Home,21313.872310927756,2022-06-15,Closed,East
sdv-id-nBquVJ,sdv-id-AWWKyv,2022-04-18,2022-04-14,Home,42315.705637819156,2022-05-14,Closed,South
sdv-id-RIpOOX,sdv-id-aTXhhr,2022-05-12,2022-05-10,Health,37257.01321311848,,Closed,East
sdv-id-ZmkiAg,sdv-id-HQuFqB,2022-07-23,2022-07-22,Home,45441.40580025692,,Open,South
sdv-id-uvxuKB,sdv-id-nYUUTR,2022-05-06,2022-05-05,Home,44113.19355832851,,Closed,South
sdv-id-bXyyPq,sdv-id-FVNkqH,2022-06-01,2022-05-30,Auto,21691.767540182886,,Open,South
sdv-id-yFVMqm,sdv-id-Oiarge,2022-03-02,2022-02-28,Health,370.5,2022-05-11,Closed,East
sdv-id-ejbZJs,sdv-id-miQkWZ,2022-03-06,2022-03-06,Home,370.5,2022-04-28,Closed,South
sdv-id-YRfyRl,sdv-id-ktAioT,2022-03-27,2022-03-26,Health,15854.105863626057,2022-06-09,Closed,East
sdv-id-MVIaOF,sdv-id-IECibG,2022-06-13,2022-06-10,Auto,14414.667918229025,,Open,North
sdv-id-XmuZsG,sdv-id-WOITmG,2022-04-26,2022-04-23,Health,370.5,2022-05-08,Closed,East
sdv-id-VUQVtN,sdv-id-YKrExf,2022-03-11,2022-03-11,Auto,370.5,2022-06-09,Closed,North
sdv-id-MsWWwS,sdv-id-XKpcyi,2022-05-11,2022-05-10,Liability,30228.789467875475,2022-05-17,Closed,West
sdv-id-Smxaez,sdv-id-WIuuUf,2022-05-11,2022-05-08,Health,25560.114702023526,,Closed,East
sdv-id-XaWWXA,sdv-id-DbePuh,2022-02-08,2022-02-06,Liability,29702.096375074252,2022-03-20,Closed,West
sdv-id-lFjFlf,sdv-id-iIbeNj,2022-04-15,2022-04-13,Liability,33202.837777325236,2022-04-25,Closed,West
sdv-id-iDcUmf,sdv-id-wvKYmA,2022-03-25,2022-03-22,Auto,40337.56676371768,2022-06-07,Closed,North
sdv-id-OvxMjm,sdv-id-uIAyJg,2022-07-09,2022-07-07,Auto,21840.076017682728,,Closed,North
sdv-id-dibUDe,sdv-id-NKxioU,2022-05-02,2022-04-30,Home,31166.738849229903,2022-06-17,Closed,South
sdv-id-RKtrSM,sdv-id-TAVuSy,2022-02-21,2022-02-18,Home,35105.40003977585,2022-03-27,Closed,South
sdv-id-yCRABr,sdv-id-lbiMqs,2022-06-17,2022-06-13,Health,14888.263674065007,2022-07-08,Closed,East
sdv-id-wvXJBq,sdv-id-RVIvHF,2022-05-01,2022-04-29,Health,57950.05672333098,2022-06-14,Closed,East
sdv-id-oRlBUW,sdv-id-RCfVVN,2022-01-24,2022-01-21,Home,12589.621240372931,2022-04-11,Closed,South
sdv-id-MXtIfO,sdv-id-StLMjh,2022-02-25,2022-02-24,Auto,25068.70490338883,2022-05-09,Closed,North
sdv-id-IKxbTj,sdv-id-BPSdxR,2022-06-29,2022-06-26,Health,34409.21136025534,2022-07-23,Closed,East
sdv-id-TYVjKA,sdv-id-NrmVsr,2022-05-16,2022-05-14,Home,17812.972641243665,,Closed,South
sdv-id-HKSyQV,sdv-id-lwPftD,2022-01-02,2022-01-01,Health,41236.06080419592,2022-04-18,Closed,South
sdv-id-mlIRho,sdv-id-xyeHga,2022-01-02,2022-01-01,Health,39257.7373329953,2022-03-22,Closed,East
sdv-id-bkJozU,sdv-id-fdcNzK,2022-03-27,2022-03-24,Health,42726.88110352857,2022-04-27,Closed,East
sdv-id-pXUyyU,sdv-id-kegZwt,2022-03-28,2022-03-25,Auto,9976.461140256313,,Open,North
sdv-id-QlNSOD,sdv-id-qcSEec,2022-04-04,2022-04-03,Auto,24318.307937923608,,Closed,North
sdv-id-FPRTvO,sdv-id-QkXAJh,2022-03-26,2022-03-25,Health,38581.45743491042,,Closed,South
sdv-id-ckVpsN,sdv-id-XHmSlN,2022-01-02,2022-01-01,Health,19124.799203492024,2022-02-06,Closed,West
sdv-id-NZAjKT,sdv-id-KNoXAR,2022-05-28,2022-05-27,Home,31413.831645470276,2022-08-06,Closed,North
sdv-id-GFNeFe,sdv-id-gxCVFC,2022-03-25,2022-03-24,Health,42206.78923211139,2022-03-27,Closed,East
sdv-id-zBKsHN,sdv-id-kPgPhT,2022-04-24,2022-04-24,Auto,35207.72608075353,2022-08-07,Closed,North
sdv-id-ooldAl,sdv-id-RjZhwJ,2022-02-02,2022-02-01,Health,2908.955894776518,2022-04-09,Closed,East
sdv-id-IbPYUf,sdv-id-ZStGpB,2022-06-25,2022-06-23,Health,5540.650955274585,2022-08-12,Closed,East
sdv-id-EYeuNc,sdv-id-LxoNGT,2022-04-01,2022-03-30,Liability,23457.913385523054,,Closed,West
sdv-id-FNfguf,sdv-id-qLiEJn,2022-04-24,2022-04-22,Auto,24138.633416522265,,Closed,North
sdv-id-IUTQAz,sdv-id-ZblGZW,2022-03-19,2022-03-19,Home,33701.41493707398,2022-07-17,Closed,South
sdv-id-IHXSlj,sdv-id-SIgAkB,2022-02-22,2022-02-20,Home,32353.88594161638,2022-06-17,Closed,East
sdv-id-SUOMAH,sdv-id-eJSrjP,2022-04-15,2022-04-14,Auto,24584.353488795936,2022-08-26,Closed,North
sdv-id-EUGyXv,sdv-id-GIlmSB,2022-02-07,2022-02-05,Home,34280.01042983865,2022-06-02,Closed,East
sdv-id-cWQRIb,sdv-id-xmHBrt,2022-01-19,2022-01-18,Health,19940.25460884945,2022-04-14,Closed,East
sdv-id-AfElct,sdv-id-SxhKGc,2022-05-13,2022-05-11,Auto,30824.33686113186,,Closed,South
sdv-id-rPGqNy,sdv-id-xmnUhB,2022-01-24,2022-01-22,Liability,41883.09876237196,2022-03-12,Closed,West
sdv-id-xrRdMD,sdv-id-wnZOQi,2022-01-02,2022-01-01,Health,39947.12988238253,2022-04-09,Closed,South
sdv-id-bMHHdU,sdv-id-RNUdzL,2022-07-08,2022-07-05,Health,370.5,2022-07-09,Closed,East
sdv-id-aNRtsH,sdv-id-Druopm,2022-07-23,2022-07-22,Auto,23317.90064306059,2022-07-24,Closed,North
sdv-id-vbXDdz,sdv-id-zXaoyq,2022-04-08,2022-04-06,Home,31717.813453336366,2022-06-08,Closed,South
sdv-id-XDZCoP,sdv-id-BsVpgZ,2022-04-10,2022-04-08,Home,26275.765049519934,,Open,South
sdv-id-MJMhHW,sdv-id-BGvEwt,2022-04-05,2022-04-02,Liability,64907.03479985462,,Open,West
sdv-id-fmMrZg,sdv-id-gwgQeY,2022-05-20,2022-05-18,Health,24049.551149974483,,Closed,East
sdv-id-DzjDvI,sdv-id-PwhLUk,2022-07-23,2022-07-22,Liability,73549.5,2022-08-20,Closed,West
sdv-id-tcFlOu,sdv-id-MjgsBA,2022-04-30,2022-04-30,Home,37264.92501768961,,Closed,South
sdv-id-AYlzzO,sdv-id-JxTQnB,2022-04-21,2022-04-18,Liability,62009.464431031454,2022-06-27,Closed,East
sdv-id-rvfQMl,sdv-id-nGDOhW,2022-02-25,2022-02-24,Home,370.5,2022-03-22,Closed,South
sdv-id-xBcHRZ,sdv-id-zaztDz,2022-04-16,2022-04-13,Liability,44063.678221368595,2022-06-04,Closed,West
sdv-id-DTZuuM,sdv-id-LJYqZM,2022-06-23,2022-06-21,Home,73549.5,,Closed,South
sdv-id-sDWxjq,sdv-id-BzXRbr,2022-05-21,2022-05-19,Health,31895.812774272214,2022-06-20,Closed,East
sdv-id-KWfimE,sdv-id-wiChMq,2022-02-26,2022-02-25,Home,21665.05792202506,2022-04-08,Closed,South
sdv-id-moWIGY,sdv-id-ECOrSL,2022-03-28,2022-03-25,Home,872.409690254568,2022-04-11,Closed,East
sdv-id-orSFGp,sdv-id-VkWFxj,2022-01-02,2022-01-01,Home,12342.419169060999,2022-02-24,Closed,North
sdv-id-cXAMfW,sdv-id-xarLpL,2022-04-17,2022-04-14,Auto,22247.801572270968,,Open,North
sdv-id-ebDliO,sdv-id-SMLnWj,2022-05-04,2022-05-02,Home,370.5,2022-07-16,Closed,South
sdv-id-HjuBCE,sdv-id-IzXBQb,2022-03-25,2022-03-22,Home,43696.18876218687,2022-05-21,Closed,South
sdv-id-QigpEr,sdv-id-nJMdaY,2022-06-04,2022-06-01,Home,47579.37503709846,2022-09-01,Closed,South
sdv-id-YDcxAX,sdv-id-Omdzxo,2022-05-14,2022-05-13,Home,38402.27684336349,,Closed,South
sdv-id-tsUKET,sdv-id-wvlJEf,2022-04-30,2022-04-27,Liability,46122.20910787015,2022-07-09,Closed,East
sdv-id-ZbdCxe,sdv-id-eVLaVj,2022-05-04,2022-05-01,Health,46773.67709858331,2022-07-13,Closed,East
sdv-id-gjFAma,sdv-id-TaOOCC,2022-03-28,2022-03-26,Health,30984.22173531336,,Open,East
sdv-id-VSBxIs,sdv-id-cNuOoJ,2022-02-22,2022-02-20,Health,13847.456085450538,,Open,East
sdv-id-mMOqPR,sdv-id-fjGyUP,2022-05-19,2022-05-19,Liability,28462.832731150247,,Open,West
sdv-id-cEIFFv,sdv-id-odwTtf,2022-07-23,2022-07-22,Auto,30952.33045287137,2022-10-12,Closed,East
sdv-id-wMDcYH,sdv-id-EKSEsT,2022-03-28,2022-03-28,Auto,5088.162825097326,2022-05-26,Closed,North
sdv-id-HySfzL,sdv-id-couSXR,2022-07-23,2022-07-22,Home,52340.28216636888,2022-10-11,Closed,South
sdv-id-EcXdzC,sdv-id-FaHeNB,2022-01-07,2022-01-05,Health,3598.653887196604,2022-02-24,Closed,East
sdv-id-RDSWuk,sdv-id-RrcyeG,2022-03-23,2022-03-21,Auto,34507.7314882319,,Open,North
sdv-id-satoVr,sdv-id-eRulNU,2022-07-23,2022-07-22,Home,57424.18507786405,2022-08-30,Closed,South
sdv-id-XGJyiP,sdv-id-rMUukC,2022-03-06,2022-03-02,Home,21851.97400091291,,Closed,South
sdv-id-ntjXoT,sdv-id-pLHVFI,2022-03-28,2022-03-27,Health,29564.256313324633,,Open,East
sdv-id-JMLwqF,sdv-id-fMddka,2022-04-09,2022-04-07,Home,10536.353285582172,,Open,East
sdv-id-buDDLg,sdv-id-mDTPoP,2022-04-21,2022-04-20,Auto,370.5,2022-05-09,Closed,North
sdv-id-JMcyiu,sdv-id-gAfSNu,2022-04-13,2022-04-10,Auto,17828.0835288207,2022-05-25,Closed,South
sdv-id-JctHTd,sdv-id-xofEZv,2022-05-05,2022-05-03,Auto,370.5,2022-07-27,Closed,North
sdv-id-EgYmyB,sdv-id-RKlovj,2022-07-04,2022-07-04,Home,33396.93154394161,2022-07-05,Closed,South
sdv-id-vfcenh,sdv-id-YMFJNU,2022-01-10,2022-01-09,Health,31971.88844625881,2022-03-06,Closed,East
sdv-id-TbocFp,sdv-id-CgPWxM,2022-02-08,2022-02-06,Liability,43767.44131792118,2022-03-31,Closed,West
sdv-id-LQBprR,sdv-id-QrPSdm,2022-07-23,2022-07-22,Auto,9210.679770300998,2022-08-15,Closed,North
sdv-id-oklCcT,sdv-id-aeoIJw,2022-05-21,2022-05-19,Auto,32791.64640077141,2022-08-09,Closed,South
sdv-id-GowYad,sdv-id-CijeGX,2022-04-09,2022-04-07,Health,18717.22416229731,,Closed,East
sdv-id-uIqOuY,sdv-id-nqqZBs,2022-06-08,2022-06-05,Liability,29209.331498301268,2022-08-01,Closed,West
sdv-id-RQjUwq,sdv-id-yRdlDP,2022-04-15,2022-04-13,Auto,24507.134826461872,2022-06-03,Closed,North
sdv-id-YWNmgq,sdv-id-EKhkZK,2022-06-02,2022-06-01,Health,43687.43530932965,2022-09-11,Closed,West
sdv-id-rZkOmm,sdv-id-mkeJhJ,2022-06-11,2022-06-08,Health,17395.225215200026,,Closed,East
sdv-id-NJGDKr,sdv-id-niKvyD,2022-05-01,2022-04-30,Home,25769.472646638646,,Closed,South
sdv-id-ZjTDGg,sdv-id-xboqTM,2022-05-23,2022-05-21,Home,26569.671632254445,2022-07-10,Closed,South
sdv-id-KaEoOr,sdv-id-WqoTbx,2022-02-09,2022-02-08,Auto,5857.469935984602,2022-05-04,Closed,South
sdv-id-gZvLfd,sdv-id-OElYPz,2022-07-10,2022-07-07,Liability,21128.595342750763,,Closed,East
sdv-id-rkdYBk,sdv-id-dbZNMC,2022-07-23,2022-07-22,Health,8009.430843840877,,Closed,South
sdv-id-gSqavD,sdv-id-MOtyZP,2022-05-07,2022-05-05,Health,69982.9860460944,2022-07-09,Closed,East
sdv-id-TArcKB,sdv-id-SobrYo,2022-06-01,2022-05-31,Liability,21941.638814284113,2022-07-04,Closed,West
sdv-id-jkSnNv,sdv-id-vNkwVX,2022-06-20,2022-06-18,Auto,21290.7435805242,,Closed,North
sdv-id-FDNUTV,sdv-id-XCBtli,2022-03-03,2022-02-28,Health,46090.50167960106,,Open,East
sdv-id-nbRiGH,sdv-id-nkqkHp,2022-02-04,2022-02-02,Liability,65321.09171060634,2022-04-10,Closed,West
sdv-id-poYlUy,sdv-id-EurFWx,2022-05-24,2022-05-22,Health,24189.83273639274,2022-07-20,Closed,East
sdv-id-OeHslV,sdv-id-SwbhYT,2022-04-14,2022-04-10,Home,7895.045703067914,,Open,South
sdv-id-ewyyBL,sdv-id-MMCpbl,2022-05-07,2022-05-05,Home,11174.036121268362,2022-09-20,Closed,South
sdv-id-TVvGyV,sdv-id-WMwNYu,2022-03-30,2022-03-28,Home,21798.260419351245,2022-07-10,Closed,South
sdv-id-pYdUjk,sdv-id-DZlgZy,2022-04-15,2022-04-13,Home,24802.94328401954,2022-07-27,Closed,South
sdv-id-HwtRGH,sdv-id-UcLuAy,2022-07-07,2022-07-06,Liability,26039.757649524123,,Closed,West
sdv-id-oNctJV,sdv-id-KCrxgL,2022-06-11,2022-06-10,Liability,68919.44648120501,2022-07-27,Closed,West
sdv-id-XSxuRb,sdv-id-VDFPFl,2022-06-24,2022-06-21,Home,24816.655637884305,,Open,South
sdv-id-JMwxOr,sdv-id-LTRdyu,2022-03-04,2022-03-03,Home,370.5,,Open,South
sdv-id-DkPJbt,sdv-id-wcvOsS,2022-04-23,2022-04-22,Liability,45383.08934037153,2022-08-14,Closed,West
sdv-id-VMYuVD,sdv-id-RgtXPT,2022-04-23,2022-04-21,Liability,61545.07629329921,2022-06-09,Closed,East
sdv-id-JmGaPw,sdv-id-WiNEtL,2022-02-17,2022-02-15,Liability,35016.882483074514,2022-05-05,Closed,East
sdv-id-XfUnFa,sdv-id-dWCdNI,2022-04-16,2022-04-15,Home,32915.963051586325,2022-06-30,Closed,South
sdv-id-dSNCDS,sdv-id-ZZigFW,2022-03-04,2022-03-02,Health,52654.12730022692,2022-06-27,Closed,East
sdv-id-duRjPn,sdv-id-VdsaIe,2022-06-13,2022-06-11,Home,28082.472497975607,2022-09-11,Closed,South
sdv-id-BgEfZN,sdv-id-gpvhld,2022-02-05,2022-02-03,Home,46637.459150869996,2022-05-03,Closed,East
sdv-id-bXczkY,sdv-id-NzmJVt,2022-03-22,2022-03-22,Home,13128.984022792842,,Closed,East
sdv-id-qGKbLj,sdv-id-eKsYGI,2022-03-25,2022-03-23,Auto,9872.203795396246,2022-06-17,Closed,North
sdv-id-BUyBIS,sdv-id-KXXxHq,2022-05-13,2022-05-10,Health,62080.30808695865,2022-06-30,Closed,East
sdv-id-tkFqVj,sdv-id-FnuJxP,2022-01-02,2022-01-01,Health,370.5,,Open,East
sdv-id-ROyICR,sdv-id-ikwjbh,2022-05-17,2022-05-14,Home,14769.09026848081,2022-06-10,Closed,South
sdv-id-TMJUKm,sdv-id-mNLIEI,2022-02-13,2022-02-11,Liability,16425.35959952323,2022-03-13,Closed,West
sdv-id-rqfRUS,sdv-id-WbToMS,2022-05-11,2022-05-08,Home,45324.02971418728,2022-06-17,Closed,South
sdv-id-nYtDpo,sdv-id-JPzkzS,2022-06-11,2022-06-10,Home,32273.600198348355,2022-07-06,Closed,South
sdv-id-bMmOBu,sdv-id-nqNNpw,2022-05-10,2022-05-07,Auto,18213.62541661669,,Open,North
sdv-id-XJCMLt,sdv-id-ZKGWJi,2022-07-23,2022-07-22,Health,20433.353415133166,2022-08-30,Closed,West
sdv-id-aLdmlb,sdv-id-ZDyHEM,2022-03-01,2022-02-28,Health,18528.472436158885,2022-06-07,Closed,East
sdv-id-mzRZJi,sdv-id-uFxsmC,2022-01-12,2022-01-10,Health,36137.847036426014,2022-04-28,Closed,East
sdv-id-EhVTKF,sdv-id-MycxPR,2022-05-15,2022-05-13,Home,19228.041181872395,2022-06-28,Closed,East
sdv-id-EpKxEU,sdv-id-eqianx,2022-01-20,2022-01-18,Health,41376.67233011495,2022-05-18,Closed,East
sdv-id-HJaDBh,sdv-id-tDWZUR,2022-05-29,2022-05-27,Home,45300.12326234486,2022-07-12,Closed,South
sdv-id-LNwvfo,sdv-id-vFpqfK,2022-04-14,2022-04-12,Home,23178.05887928545,2022-06-04,Closed,East
sdv-id-ylkXOY,sdv-id-nkNcbs,2022-05-17,2022-05-17,Liability,38607.5804050315,2022-08-05,Closed,East
sdv-id-PTIWtY,sdv-id-AdrRuL,2022-06-14,2022-06-12,Home,22098.000360069207,,Open,East
sdv-id-uKhKlg,sdv-id-MrkXwG,2022-04-30,2022-04-28,Liability,9947.471826299367,,Closed,West
sdv-id-FCvYrq,sdv-id-oHfvex,2022-06-05,2022-06-02,Home,370.5,,Closed,East
sdv-id-BtTXjZ,sdv-id-TiynmT,2022-04-27,2022-04-26,Liability,35280.112745701386,2022-08-25,Closed,West
sdv-id-JCDyXo,sdv-id-oYuZKI,2022-02-27,2022-02-25,Home,37204.88548684811,2022-06-11,Closed,South
sdv-id-fhNfDR,sdv-id-hzeDzs,2022-04-22,2022-04-20,Health,28077.22593151417,2022-06-24,Closed,West
sdv-id-xmOXKs,sdv-id-fBmmmG,2022-06-30,2022-06-29,Home,38121.96601967622,2022-07-16,Closed,South
sdv-id-rIzNJm,sdv-id-UkeMwN,2022-05-26,2022-05-24,Liability,10155.484120519277,,Open,West
sdv-id-gLMVBu,sdv-id-oUdfeM,2022-04-29,2022-04-27,Health,17257.081304457497,,Open,West
sdv-id-xzcEPU,sdv-id-MfycOk,2022-04-10,2022-04-09,Auto,1027.2272721851696,,Closed,North
sdv-id-QCRMWH,sdv-id-PzjbIA,2022-03-27,2022-03-25,Liability,5920.5582299761845,2022-06-05,Closed,West
sdv-id-IiyzmY,sdv-id-lzyiTY,2022-04-25,2022-04-23,Liability,13982.764047912717,2022-05-14,Closed,East
sdv-id-IdLbDs,sdv-id-uCnsXg,2022-07-23,2022-07-22,Home,6357.482484764434,,Closed,East
sdv-id-tpIufS,sdv-id-reVgSM,2022-06-12,2022-06-09,Auto,20159.922209336,2022-07-11,Closed,North
sdv-id-Sagqib,sdv-id-FrSDsL,2022-05-03,2022-05-01,Auto,15780.667142267042,2022-05-12,Closed,North
sdv-id-EiMhah,sdv-id-RvCVYe,2022-02-10,2022-02-08,Auto,37523.35471640426,2022-04-14,Closed,North
sdv-id-MUSPyH,sdv-id-tFWZVo,2022-03-25,2022-03-22,Liability,43460.233818692184,2022-04-12,Closed,West
sdv-id-yURHFn,sdv-id-qenotK,2022-05-16,2022-05-15,Health,370.5,,Open,South
sdv-id-iSAuWG,sdv-id-MaOxXf,2022-04-18,2022-04-17,Home,42827.32752428067,2022-07-04,Closed,South
sdv-id-xlVBLG,sdv-id-ynyTlO,2022-05-18,2022-05-17,Liability,35134.93805376627,,Open,West
sdv-id-oTYeas,sdv-id-NlixdN,2022-04-10,2022-04-07,Home,27746.209501783225,2022-06-21,Closed,South
sdv-id-EFHTZJ,sdv-id-ivqdaq,2022-01-09,2022-01-08,Liability,50840.187806716596,2022-05-10,Closed,East
sdv-id-NNEDRG,sdv-id-ZbvEQE,2022-01-23,2022-01-20,Health,26554.862704434032,2022-05-04,Closed,East
sdv-id-iPXOlM,sdv-id-ecyQSF,2022-06-14,2022-06-12,Liability,39392.27515252898,2022-07-05,Closed,West
sdv-id-XwyhDq,sdv-id-XvEelP,2022-06-07,2022-06-07,Health,370.5,2022-06-20,Closed,East
sdv-id-eBZoGg,sdv-id-ngAAwb,2022-01-02,2022-01-01,Health,49523.70742411431,2022-02-17,Closed,East
sdv-id-TRvUtY,sdv-id-dMtXNi,2022-05-01,2022-04-30,Auto,33186.60258304351,2022-06-24,Closed,North
sdv-id-kwNRUD,sdv-id-TIVQUl,2022-06-23,2022-06-22,Health,35761.6799396091,2022-08-15,Closed,East
sdv-id-QkLMem,sdv-id-ZqnuHX,2022-07-23,2022-07-22,Health,34507.029094231446,,Closed,East
sdv-id-sTyBaG,sdv-id-KRdlpI,2022-01-27,2022-01-24,Health,21651.486320824595,2022-05-02,Closed,East
sdv-id-asMPex,sdv-id-DARsga,2022-04-07,2022-04-04,Liability,33901.21829623755,2022-06-08,Closed,West
sdv-id-XeEulw,sdv-id-nfCbgI,2022-02-15,2022-02-15,Liability,33482.80957989421,2022-06-10,Closed,West
sdv-id-QaDOLS,sdv-id-porWtB,2022-06-28,2022-06-26,Auto,36776.239641914144,2022-08-22,Closed,South
sdv-id-bHaryr,sdv-id-wYlWNI,2022-06-29,2022-06-27,Liability,43266.484564698316,2022-08-19,Closed,East
sdv-id-qkLemr,sdv-id-pOTwjP,2022-05-01,2022-04-30,Home,27113.83485311004,2022-10-01,Closed,East
sdv-id-wFEXSO,sdv-id-OxEKsF,2022-01-26,2022-01-25,Health,45009.154223727426,2022-05-07,Closed,West
sdv-id-EjaqvW,sdv-id-QAWyNT,2022-04-19,2022-04-17,Liability,49023.12974314744,,Closed,East
sdv-id-BsbVQA,sdv-id-LzJeJV,2022-07-13,2022-07-10,Liability,36635.307741151715,2022-09-02,Closed,West
sdv-id-ytwAgK,sdv-id-mQazWH,2022-07-11,2022-07-11,Home,26744.898182442354,,Open,South
sdv-id-mFyJtR,sdv-id-ladGGq,2022-01-15,2022-01-13,Home,7871.383980227947,2022-05-02,Closed,South
sdv-id-wYKLSe,sdv-id-vsKGpn,2022-07-01,2022-06-29,Auto,22033.459773439306,2022-07-26,Closed,North
sdv-id-pkTbJI,sdv-id-CZIpvO,2022-06-05,2022-06-03,Auto,41937.57358430437,2022-07-21,Closed,North
sdv-id-DXmksP,sdv-id-vDqmhy,2022-04-26,2022-04-24,Home,16566.886734741718,,Open,South
sdv-id-LWOBGq,sdv-id-PCLAfh,2022-04-05,2022-04-03,Auto,370.5,2022-05-19,Closed,North
sdv-id-vCItnU,sdv-id-rWHiwR,2022-03-15,2022-03-13,Health,25528.139365647174,2022-07-16,Closed,West
sdv-id-Phxlny,sdv-id-PorzMA,2022-02-28,2022-02-27,Liability,30404.339487359062,2022-04-12,Closed,West
sdv-id-kIwcik,sdv-id-JmfYEi,2022-05-22,2022-05-19,Home,28398.203761385834,,Open,South
sdv-id-zCOVYt,sdv-id-jYHvAQ,2022-04-15,2022-04-14,Auto,52137.99161879181,2022-07-22,Closed,North
sdv-id-YMIWhq,sdv-id-DTKndW,2022-03-14,2022-03-14,Liability,36776.24875399115,,Open,East
sdv-id-EHlezr,sdv-id-UujtXe,2022-02-15,2022-02-13,Home,15956.55606618795,2022-05-09,Closed,South
sdv-id-prooVm,sdv-id-gKLqTD,2022-04-02,2022-03-31,Home,38722.40180275136,,Open,South
sdv-id-UZVKWC,sdv-id-YFeNyy,2022-04-13,2022-04-11,Home,370.5,,Closed,South
sdv-id-LOwvye,sdv-id-iUESoz,2022-03-13,2022-03-11,Liability,33052.10429333015,2022-06-12,Closed,East
sdv-id-TuWcGM,sdv-id-gHUSRK,2022-02-20,2022-02-18,Liability,13413.257009623354,2022-05-03,Closed,West
sdv-id-FOionG,sdv-id-WGHPkp,2022-06-10,2022-06-08,Home,33096.23232408421,2022-06-28,Closed,East
sdv-id-YXjPxd,sdv-id-KOzAqh,2022-01-02,2022-01-01,Home,11233.334312227373,,Open,South
sdv-id-mEUwiN,sdv-id-ZHSilF,2022-03-23,2022-03-22,Health,20864.326986273725,2022-07-11,Closed,East
sdv-id-iCpoXI,sdv-id-dAezxR,2022-04-03,2022-04-02,Health,21167.097266173674,2022-05-03,Closed,East
sdv-id-yBgoXa,sdv-id-jkwsal,2022-07-10,2022-07-09,Health,36721.62921152999,,Open,East
sdv-id-FIgqVR,sdv-id-cqjQRR,2022-03-24,2022-03-23,Health,27381.57792799528,2022-05-26,Closed,West
sdv-id-iIUUOy,sdv-id-WWKaMm,2022-05-20,2022-05-19,Health,28825.4005404937,2022-06-27,Closed,East
sdv-id-auJKil,sdv-id-XvdVkm,2022-05-11,2022-05-08,Auto,370.5,2022-06-08,Closed,South
sdv-id-RoGdbU,sdv-id-vMMChY,2022-03-27,2022-03-26,Auto,22628.283844234804,2022-07-15,Closed,North
sdv-id-meVbqY,sdv-id-yswaLr,2022-05-14,2022-05-11,Health,5835.694363616098,2022-06-18,Closed,East
sdv-id-UUbbsZ,sdv-id-WrTPCi,2022-01-02,2022-01-01,Auto,21756.52050843231,2022-02-18,Closed,North
sdv-id-swXJQp,sdv-id-xpfojy,2022-02-11,2022-02-10,Health,46795.077328230764,2022-05-02,Closed,South
sdv-id-BTgbBz,sdv-id-KKWptn,2022-04-14,2022-04-12,Health,67485.9546196834,,Closed,West
sdv-id-UWycTL,sdv-id-cGsLHg,2022-03-13,2022-03-13,Home,15982.771081947076,2022-07-05,Closed,South
sdv-id-BqFCVA,sdv-id-kQYqab,2022-05-30,2022-05-28,Liability,37233.34222936246,2022-06-18,Closed,East
sdv-id-gofDoL,sdv-id-IroKqf,2022-03-12,2022-03-11,Home,35795.35305884844,2022-06-16,Closed,South
sdv-id-HWSRQk,sdv-id-yFKFDG,2022-05-12,2022-05-10,Home,25001.048938200114,2022-06-13,Closed,South
sdv-id-pPqFsC,sdv-id-GXdQMX,2022-01-02,2022-01-01,Liability,28606.785459575112,2022-03-17,Closed,East
sdv-id-baATQH,sdv-id-BQePVb,2022-05-21,2022-05-20,Liability,51094.52300908658,,Closed,West
sdv-id-srcHtL,sdv-id-mNMqUQ,2022-02-08,2022-02-07,Liability,43096.246358171586,,Closed,West
sdv-id-nEXONU,sdv-id-GrQESB,2022-03-11,2022-03-09,Liability,15630.642486165523,2022-03-17,Closed,West
sdv-id-yEexaV,sdv-id-fGVxoR,2022-02-18,2022-02-16,Liability,370.5,2022-06-08,Closed,West
sdv-id-yHrvLv,sdv-id-mxnQRa,2022-04-25,2022-04-24,Auto,370.5,2022-07-04,Closed,North
sdv-id-LRiVmL,sdv-id-KEetLb,2022-07-23,2022-07-22,Home,27771.103779725265,2022-09-26,Closed,North
sdv-id-yXpUMy,sdv-id-RihmIh,2022-06-11,2022-06-08,Health,46781.62211658804,,Open,East
sdv-id-UVYPHm,sdv-id-sxgnGr,2022-07-01,2022-06-29,Health,36216.77223442697,2022-08-11,Closed,East
sdv-id-gtGmfq,sdv-id-bMMRZc,2022-04-17,2022-04-15,Auto,370.5,,Open,South
sdv-id-zqnlro,sdv-id-EwYBvZ,2022-03-08,2022-03-06,Home,28510.350653148023,2022-06-04,Closed,South
