claim_id,policy_holder_id,claim_amount,incident_severity,claim_age_days,num_previous_claims,witness_present,police_report_available,is_fraud
sdv-id-KGwepM,sdv-id-gdEDLu,646.7750517851246,Minor,294,4,False,True,False
sdv-id-KCCdQT,sdv-id-MwpXqD,649.9230871454633,Total Loss,345,4,False,False,False
sdv-id-MQTAKS,sdv-id-EXSCOa,871.9087449351512,Total Loss,295,2,True,False,False
sdv-id-omuOwB,sdv-id-AEGykn,323.25235259606325,Major,17,4,True,False,False
sdv-id-BSTfJK,sdv-id-WFUYdL,1576.5060745361986,Major,128,3,True,False,False
sdv-id-WDnMpL,sdv-id-EqOcKh,1722.2412788979839,Total Loss,96,2,False,True,False
sdv-id-jTpokh,sdv-id-ZcIjdr,323.25235259606325,Total Loss,221,4,True,False,True
sdv-id-qdaOaw,sdv-id-hGYAZi,323.25235259606325,Total Loss,278,4,True,False,False
sdv-id-yRlKcM,sdv-id-QVLcvy,2922.64000388179,Major,16,2,True,False,False
sdv-id-vqFHNS,sdv-id-PGywHX,768.9060440316241,Minor,134,4,True,False,False
sdv-id-AqjLOd,sdv-id-kIUJKQ,2526.993438981953,Major,19,2,False,True,False
sdv-id-IAxlXi,sdv-id-UldImT,794.0701706124757,Total Loss,194,4,True,False,False
sdv-id-KdsXpU,sdv-id-ibuRhi,376.2471504013647,Minor,47,4,False,True,False
sdv-id-uSmppw,sdv-id-UEcHEH,437.4131603949188,Minor,142,3,False,False,False
sdv-id-TmKBcq,sdv-id-zntGNt,2156.716104670179,Minor,89,0,False,True,False
sdv-id-SNOAIE,sdv-id-IdmcYn,1925.3315076667361,Major,345,4,True,False,False
sdv-id-yyUrUr,sdv-id-WTWliJ,3466.407402033502,Minor,247,0,False,False,False
sdv-id-MeIPfU,sdv-id-sGnJSZ,1477.0457329363733,Major,345,4,True,False,True
sdv-id-RzlZxS,sdv-id-gLqTRj,927.9039649040654,Minor,288,2,False,False,False
sdv-id-reLohu,sdv-id-RoBKhn,2785.7508075218484,Total Loss,281,2,False,True,False
sdv-id-MFZArG,sdv-id-bnQymB,680.5337383125843,Major,5,4,True,True,False
sdv-id-dcTQNC,sdv-id-IwnUMn,1053.1704460511132,Major,5,3,True,False,True
sdv-id-MnKbQL,sdv-id-jbanDf,1582.919118901916,Total Loss,142,4,False,True,False
sdv-id-tdOiIK,sdv-id-JJfMlZ,1017.3211971206953,Total Loss,267,4,False,True,False
sdv-id-NAInOo,sdv-id-GbfnEl,2163.232392904345,Minor,5,1,True,False,False
sdv-id-PdjfkD,sdv-id-jViluC,1072.255017005185,Major,59,3,True,True,False
sdv-id-SHQQVe,sdv-id-HzLdbb,1071.0674119064097,Total Loss,191,2,False,True,False
sdv-id-UClnkG,sdv-id-diFgmy,1529.7130730320653,Total Loss,5,2,True,False,False
sdv-id-FOFRGi,sdv-id-HJepgx,2662.545054016583,Minor,345,1,False,False,False
sdv-id-NIdoXW,sdv-id-IdAYic,1762.163087487962,Major,345,4,False,False,False
sdv-id-yNJseL,sdv-id-cDTmLd,372.69408679018693,Total Loss,110,3,True,True,True
sdv-id-fdwvyR,sdv-id-SzuNYv,875.3837412736915,Minor,120,3,False,False,False
sdv-id-IsZNcq,sdv-id-YOQMzb,323.25235259606325,Minor,202,4,False,False,False
sdv-id-qqPsbt,sdv-id-RkRmxk,2404.1335798262335,Minor,5,1,False,False,False
sdv-id-WQQxfF,sdv-id-Jldwar,2668.680404540336,Major,5,2,True,True,False
sdv-id-eGLTGm,sdv-id-FYtFcJ,1987.6281911198207,Minor,193,1,False,False,False
sdv-id-RfvRaH,sdv-id-riDoLL,1470.3932620725216,Major,345,2,True,False,False
sdv-id-CNvCQa,sdv-id-XFSVdC,2279.427066892468,Total Loss,23,2,True,True,False
sdv-id-HpQYyx,sdv-id-XdrSiu,547.4062725131737,Major,5,4,True,False,False
sdv-id-MHjBZb,sdv-id-TpeXVW,2695.679164356373,Total Loss,289,2,False,False,False
sdv-id-ydlRNF,sdv-id-PXaqxh,1421.3461419258356,Minor,219,3,False,False,False
sdv-id-IrPVkA,sdv-id-DlaZos,323.25235259606325,Major,335,4,False,False,False
sdv-id-gPCSrz,sdv-id-QAHiYO,3296.9190225384846,Total Loss,138,1,False,True,False
sdv-id-xdzaIg,sdv-id-jRwGOW,1260.7010301108053,Minor,207,1,False,False,False
sdv-id-fDTkGA,sdv-id-EpgKih,323.25235259606325,Minor,182,2,True,False,False
sdv-id-fISyuN,sdv-id-FFqmsH,4017.7936011347992,Minor,57,0,False,False,False
sdv-id-bWIFJj,sdv-id-WwDBFo,2402.0260050958095,Minor,169,1,False,True,False
sdv-id-tzbAnp,sdv-id-FmdHJB,3140.5628253138766,Total Loss,158,1,True,False,False
sdv-id-kvNSqM,sdv-id-FtGJHS,3265.7783622011357,Total Loss,178,2,False,True,True
sdv-id-SBeBrk,sdv-id-MaKMNi,1736.3539770477803,Major,5,3,True,False,False
sdv-id-lkOnnq,sdv-id-kIazVU,4235.73851053777,Major,137,0,True,True,False
sdv-id-UQHLLZ,sdv-id-qXZmsT,2361.764676654441,Minor,267,1,False,True,False
sdv-id-AMXyVB,sdv-id-BPXKBO,3328.307750551524,Major,5,1,True,True,False
sdv-id-RbBgVU,sdv-id-koQzhB,1951.5421107226643,Major,29,3,False,True,False
sdv-id-UvUnHC,sdv-id-GdJqvv,2834.4952491828844,Major,228,2,False,True,False
sdv-id-tYvdBf,sdv-id-YDMgDj,1988.239053641791,Major,5,3,True,False,False
sdv-id-YGsZLo,sdv-id-rVsJkb,323.25235259606325,Minor,170,3,False,True,False
sdv-id-QJVMJB,sdv-id-wHLYJZ,3828.0863105136486,Total Loss,46,0,False,False,False
sdv-id-lWhWro,sdv-id-RwMrDZ,3375.355456869356,Minor,164,0,False,False,False
sdv-id-lvarZo,sdv-id-ThzEla,3845.494169626435,Total Loss,161,0,False,False,False
sdv-id-qUjrhZ,sdv-id-TZtNft,1994.6964471430363,Minor,103,1,False,False,False
sdv-id-tmidrl,sdv-id-edLAmx,1352.575730640482,Minor,118,2,False,True,False
sdv-id-QYmqzl,sdv-id-PBtnni,2102.472834156104,Major,153,4,False,True,False
sdv-id-xMQgUf,sdv-id-FhNNXb,323.25235259606325,Major,182,4,True,True,False
sdv-id-gKmSvL,sdv-id-JBURWJ,3817.7857376567545,Major,165,1,True,True,False
sdv-id-XRZedo,sdv-id-ComyKR,2585.335917570311,Total Loss,246,2,True,True,False
sdv-id-DWKtzE,sdv-id-rnSjyl,2022.8681264247477,Major,165,2,True,False,False
sdv-id-SXYHge,sdv-id-DCeehI,1501.2944751787209,Minor,190,1,False,False,False
sdv-id-UGKxDK,sdv-id-bOoIla,2241.3986123540926,Major,38,2,True,False,False
sdv-id-fjDQCH,sdv-id-UoSYYs,458.6986185375529,Minor,222,3,True,False,False
sdv-id-VThuqS,sdv-id-MRGvBx,914.5157450788312,Minor,234,2,False,True,False
sdv-id-VzUiRd,sdv-id-fIdzvX,1862.9671647633768,Total Loss,267,4,False,True,False
sdv-id-dFcbGa,sdv-id-LAstZW,2360.2800248041644,Major,69,2,True,True,False
sdv-id-lItvqc,sdv-id-uRzLvB,1472.6495740516461,Major,32,3,True,True,False
sdv-id-ozHDyp,sdv-id-yXNWFN,3285.553476381948,Major,307,2,False,True,False
sdv-id-KYAukB,sdv-id-xIPnsQ,676.4400962494913,Total Loss,277,4,False,True,False
sdv-id-tIGoPB,sdv-id-evMXZt,3797.2063362981226,Major,5,1,True,True,False
sdv-id-fXqurd,sdv-id-QRYqMw,1882.219675816734,Major,19,3,True,True,False
sdv-id-nHwoJR,sdv-id-HvQRkw,323.25235259606325,Minor,5,3,False,False,False
sdv-id-yfCvEe,sdv-id-YloKEJ,2011.0154640046044,Major,5,2,True,True,False
sdv-id-mwTnBJ,sdv-id-lYGrlT,2694.0857737232145,Total Loss,243,2,True,False,False
sdv-id-vzaKib,sdv-id-cyGIqp,2285.4351779684403,Major,41,2,True,False,True
sdv-id-nJWFip,sdv-id-QyeSMM,1428.5652373534613,Major,266,4,True,True,False
sdv-id-AFiKCU,sdv-id-gJvcYx,323.25235259606325,Total Loss,96,3,True,False,False
sdv-id-vCGHqp,sdv-id-lxNPlg,323.25235259606325,Minor,103,3,True,False,False
sdv-id-CzcZUI,sdv-id-ueDwYR,1866.042070526909,Major,113,1,True,False,False
sdv-id-uIeFHS,sdv-id-oRdcdI,323.25235259606325,Major,106,4,True,False,True
sdv-id-aXHIvA,sdv-id-xtQbAs,2383.3663871137223,Minor,244,3,False,False,False
sdv-id-ZHqqxm,sdv-id-uwDgyY,2488.3831774302193,Minor,303,0,False,True,False
sdv-id-rEMMeX,sdv-id-zMJDbw,669.460552690286,Major,150,4,False,False,False
sdv-id-LnofrO,sdv-id-mnNBnk,2591.532303866724,Major,81,2,False,True,False
sdv-id-ixUbvi,sdv-id-nXvdLo,323.25235259606325,Major,5,3,True,False,False
sdv-id-MYjQsu,sdv-id-OmfyRY,565.5168401565056,Total Loss,143,3,False,False,False
sdv-id-Dawnmy,sdv-id-weyVjx,934.0486583280974,Total Loss,215,2,False,True,False
sdv-id-fXLSBM,sdv-id-qzcNhv,2046.7657756828798,Minor,172,2,True,False,False
sdv-id-iiDQnL,sdv-id-UbxHtw,795.8263905110016,Minor,177,3,False,False,False
sdv-id-FupvfJ,sdv-id-KAxlCT,2517.211967801139,Minor,200,1,False,False,False
sdv-id-VoSNHl,sdv-id-rohSQp,1791.12786675099,Major,5,2,True,False,False
sdv-id-qVBFyQ,sdv-id-UtjRFO,1606.4438975965575,Minor,271,2,False,False,True
sdv-id-vIwxRF,sdv-id-KZgGzW,792.7818300215497,Major,187,4,False,True,False
sdv-id-lWXopo,sdv-id-TdoMpa,959.2117269549783,Total Loss,42,2,True,False,True
sdv-id-MSJLDE,sdv-id-IlUfcv,1169.9960207032038,Total Loss,263,3,False,False,False
sdv-id-rXNilt,sdv-id-BjPcun,323.25235259606325,Major,345,3,False,False,False
sdv-id-jIyRgH,sdv-id-mNPhJA,341.4605108593021,Major,194,4,False,False,True
sdv-id-TpvpKj,sdv-id-FetPjl,1067.9171845209453,Minor,345,3,False,True,False
sdv-id-cKssoV,sdv-id-ncTIXN,323.25235259606325,Major,17,4,True,True,False
sdv-id-RAvqkn,sdv-id-aAYTbu,2701.321031879606,Major,58,3,True,True,False
sdv-id-eosCFb,sdv-id-RTNCeN,628.3023479609385,Major,93,4,True,False,False
sdv-id-dSJeBZ,sdv-id-nxFOtC,1502.6819351334275,Total Loss,235,4,True,True,False
sdv-id-IDaYlY,sdv-id-qBJurC,3736.769653216627,Major,200,1,True,True,False
sdv-id-tHsbst,sdv-id-GCuJOi,946.298267825371,Total Loss,227,3,True,True,False
sdv-id-aTqxAI,sdv-id-NnflbH,1112.3993503394863,Major,234,3,False,True,False
sdv-id-MMvfnS,sdv-id-tJgbHc,2661.6892484715086,Major,155,2,True,False,False
sdv-id-SRvJAX,sdv-id-GeljCb,2898.7155590685406,Total Loss,273,2,False,True,False
sdv-id-NrEvbW,sdv-id-dDSLXl,2496.508536558628,Total Loss,161,0,False,True,False
sdv-id-Waokmh,sdv-id-sDmzeH,2774.5737205465066,Major,185,2,True,False,False
sdv-id-GMhkuR,sdv-id-LJdcWk,970.2184068546654,Total Loss,183,3,True,False,False
sdv-id-pSkVXh,sdv-id-AIvEGG,2528.6793693717327,Major,170,3,True,True,False
sdv-id-HzUgmZ,sdv-id-rrrnzn,1321.788800639279,Total Loss,298,3,False,False,False
sdv-id-PJlNbi,sdv-id-CqBQEK,323.25235259606325,Minor,317,4,True,False,False
sdv-id-QFgmpN,sdv-id-PzpjUi,2479.3471452227645,Major,5,1,True,True,False
sdv-id-OlBNSS,sdv-id-njlqzn,1709.2374522818488,Major,226,4,False,True,False
sdv-id-KqgjPa,sdv-id-ZVwMHD,1379.810778570738,Minor,156,2,False,False,False
sdv-id-cvvvrr,sdv-id-raKotP,1215.0389493023897,Minor,136,3,True,True,False
sdv-id-MlyMIv,sdv-id-AXNeYv,1490.4075813134743,Total Loss,23,2,True,False,False
sdv-id-bavMkT,sdv-id-nrdzKU,2631.6223527961683,Major,66,2,True,False,False
sdv-id-QUYRVF,sdv-id-MUFdel,323.25235259606325,Minor,174,2,False,False,False
sdv-id-VkHTUU,sdv-id-BMWjRn,1545.891687162303,Total Loss,125,2,True,False,False
sdv-id-hiCHMF,sdv-id-thIpZZ,2433.9863156651554,Major,15,2,True,False,False
sdv-id-bYcTHU,sdv-id-GIdkzY,1661.830831123326,Major,140,3,False,True,False
sdv-id-jjQmOc,sdv-id-ADMbkY,2683.87996689417,Major,5,1,True,True,False
sdv-id-ieBThH,sdv-id-PToEtI,2390.6271697839866,Minor,326,3,False,False,False
sdv-id-qneSNY,sdv-id-CECoZk,1914.4475036767749,Major,263,2,False,True,False
sdv-id-wdKiZB,sdv-id-TZdwlx,323.25235259606325,Minor,220,4,False,True,False
sdv-id-RJrjai,sdv-id-YGzsRX,323.25235259606325,Major,115,4,True,True,False
sdv-id-ErXgjS,sdv-id-Xsfblf,2737.46604433846,Total Loss,134,1,True,True,False
sdv-id-aIhlwr,sdv-id-YxZtQr,3680.774289959955,Total Loss,235,0,False,True,False
sdv-id-pFIDlD,sdv-id-AgzqYL,1098.3446243670278,Major,5,3,True,True,True
sdv-id-oxreDH,sdv-id-Qusopi,1063.0601293516297,Major,156,4,True,True,False
sdv-id-yQWnQc,sdv-id-JUSGBm,3288.1847196285476,Major,140,2,False,True,False
sdv-id-KYqVan,sdv-id-aHyTJl,3166.5627584655285,Major,146,1,True,True,False
sdv-id-HMhRYB,sdv-id-jFdWfp,1345.8562276495816,Minor,5,2,False,False,True
sdv-id-TtMdgj,sdv-id-MSWMfd,323.25235259606325,Minor,151,3,True,False,False
sdv-id-vMEShm,sdv-id-JKoyoR,325.48730401786156,Minor,10,3,True,False,False
sdv-id-HnGXmi,sdv-id-yrNLrg,4235.73851053777,Total Loss,170,1,True,False,False
sdv-id-NxLvjE,sdv-id-VguocP,323.25235259606325,Minor,30,2,True,False,False
sdv-id-wDRxNY,sdv-id-vJqhwR,1648.0063563603846,Total Loss,142,2,False,False,False
sdv-id-MlhMSh,sdv-id-MKvVPa,323.25235259606325,Major,98,4,True,True,False
sdv-id-epOaPW,sdv-id-bcTXGG,2127.1522815807443,Major,193,3,False,True,False
sdv-id-WZGrya,sdv-id-EoJzoP,1774.857347680924,Minor,239,3,False,False,False
sdv-id-xqSngs,sdv-id-qvrfGB,1517.7614687154348,Total Loss,281,4,True,False,False
sdv-id-BAQpjo,sdv-id-NsbZbO,2801.119610302297,Major,267,0,True,True,True
sdv-id-Ndrmhe,sdv-id-NcrtlL,323.25235259606325,Total Loss,5,4,True,False,False
sdv-id-nEdslw,sdv-id-eHLtSi,2628.5084975947357,Total Loss,134,2,True,False,False
sdv-id-QvLqAu,sdv-id-xXBSCZ,2537.3660496183056,Major,171,2,True,True,False
sdv-id-dcdUad,sdv-id-wZmXot,2548.3041787018615,Total Loss,8,1,True,False,False
sdv-id-jtHiuv,sdv-id-oqtCQL,2317.73995935701,Total Loss,96,1,True,False,False
sdv-id-XLGxgT,sdv-id-UDjAGw,598.8526648172754,Major,160,4,True,True,False
sdv-id-XYfjyD,sdv-id-KBycOd,957.9548586311037,Minor,166,2,False,True,False
sdv-id-EzgHSR,sdv-id-COXAkK,360.08749460894364,Total Loss,119,4,False,True,False
sdv-id-mGzGTM,sdv-id-YkeVVp,2483.3884225509514,Major,273,2,True,True,False
sdv-id-GTijUP,sdv-id-jyTyKb,2855.7001783322817,Minor,130,0,False,False,True
sdv-id-WiaTfj,sdv-id-DXTnKO,323.25235259606325,Total Loss,280,4,True,True,False
sdv-id-LxHhcZ,sdv-id-lYbEAp,323.25235259606325,Total Loss,328,4,False,True,False
sdv-id-HGFFGT,sdv-id-BPTGtP,3865.835162376271,Total Loss,224,0,False,False,False
sdv-id-BVQmXv,sdv-id-uarhjb,1834.1248933102463,Major,261,3,False,True,False
sdv-id-QykxfO,sdv-id-SFrxpa,2947.348011984838,Major,148,1,True,False,True
sdv-id-MRdtes,sdv-id-mboYJj,1727.296682113997,Major,5,2,False,False,False
sdv-id-gaNRxk,sdv-id-kMBjZA,3259.7845304487146,Major,343,2,False,True,False
sdv-id-CHEetV,sdv-id-jwftYz,1977.986266338421,Total Loss,232,2,False,True,True
sdv-id-LwKxrl,sdv-id-ilVnRZ,1199.469280446136,Major,278,2,False,True,False
sdv-id-VFskSr,sdv-id-CLvHwt,1936.3515657312014,Minor,169,1,False,False,False
sdv-id-FqxSNQ,sdv-id-AqBoGX,2974.7957293335685,Major,345,3,False,False,False
sdv-id-DFantN,sdv-id-BlpOVW,515.9976320869812,Total Loss,345,4,False,False,False
sdv-id-lxylME,sdv-id-SYyHGw,2490.3088639923694,Major,106,3,True,False,False
sdv-id-rbzqeQ,sdv-id-ZllBVo,2582.267539071703,Major,55,2,True,False,False
sdv-id-XOuwAO,sdv-id-AdtOJK,1720.4214136528399,Total Loss,321,2,False,True,False
sdv-id-trDQNv,sdv-id-AhFPhV,3212.5547065070755,Total Loss,5,0,True,True,True
sdv-id-axzFOA,sdv-id-mqKqbL,1624.8118623698426,Major,5,2,True,False,False
sdv-id-syDqGK,sdv-id-JhQvyE,3257.0761949300395,Major,240,0,False,True,False
sdv-id-sqTALc,sdv-id-gIEmAf,1010.2642433831052,Major,110,4,True,True,False
sdv-id-ucWpJB,sdv-id-tPrfQX,1853.600418785802,Minor,83,1,False,False,False
sdv-id-InkhwM,sdv-id-UVHErS,1722.9529552884553,Minor,199,3,False,True,False
sdv-id-xYXcEM,sdv-id-ZcEBbZ,3286.317287807764,Total Loss,345,2,False,True,False
sdv-id-haVFtJ,sdv-id-uopHav,1692.3277996816519,Major,300,3,False,True,False
sdv-id-eYyWPC,sdv-id-ixyAcy,3185.5609337350343,Major,282,3,False,True,False
sdv-id-YyoXRZ,sdv-id-ERSdGm,323.95993544118755,Major,5,4,True,True,False
sdv-id-GfNoki,sdv-id-WZiPyv,401.8043220729894,Total Loss,228,3,True,True,True
sdv-id-PIFhAQ,sdv-id-efJquF,3807.8374367174874,Total Loss,203,0,True,False,False
sdv-id-JGQkZV,sdv-id-xxmvEO,2165.576508334424,Major,85,3,True,True,False
sdv-id-FVBqXN,sdv-id-hJBzpi,3330.40533809118,Major,14,1,True,False,False
sdv-id-eMoewO,sdv-id-yTPRhw,2071.277873918984,Major,149,2,True,False,False
sdv-id-NYVxwY,sdv-id-HOKwPQ,751.9166429914696,Major,5,3,True,False,False
sdv-id-mmneeZ,sdv-id-bUZyNT,3408.6983162046054,Total Loss,297,1,False,True,False
sdv-id-wjxhCv,sdv-id-gDbsLv,1935.3953837260424,Total Loss,121,2,True,False,False
sdv-id-MPRuzI,sdv-id-XFCCfb,1823.1235919404842,Major,228,4,False,True,False
sdv-id-IXHxuN,sdv-id-enFhDl,3462.403636979623,Major,22,0,True,True,False
sdv-id-VRnjjg,sdv-id-JsAbGl,1560.1089230791517,Minor,163,3,False,True,False
sdv-id-AcZWgh,sdv-id-kLFGTm,1944.8290354262592,Major,135,3,True,False,False
sdv-id-OgEmyA,sdv-id-UVczkL,1970.924417572407,Total Loss,28,2,True,False,False
sdv-id-ACMnRy,sdv-id-fAouLn,3765.438238748997,Major,167,1,False,False,False
sdv-id-NaMloz,sdv-id-Dqpsre,692.2746945270615,Major,238,4,False,False,True
sdv-id-rxygmu,sdv-id-yvRQGq,1099.1024419216744,Major,5,4,True,True,False
sdv-id-lCtOhh,sdv-id-sGvgzf,2059.0811883938527,Minor,132,1,False,False,False
sdv-id-GNzGtD,sdv-id-STmhZA,666.967377337375,Major,5,4,True,True,False
sdv-id-CDHICF,sdv-id-IshDyv,3302.2290414402337,Major,36,0,True,True,False
sdv-id-NMxKBU,sdv-id-MsVhHt,877.684129726014,Total Loss,295,4,True,False,False
sdv-id-FwXROS,sdv-id-VOIekY,547.1109922982755,Major,5,4,True,False,False
sdv-id-mncvuZ,sdv-id-VcNmkX,1244.8598227433456,Minor,90,3,False,False,False
sdv-id-QqLCOW,sdv-id-AhkFjh,933.6939662372894,Major,314,3,True,True,False
sdv-id-kpySlK,sdv-id-AsyRZo,1527.061684749076,Minor,162,3,False,False,False
sdv-id-rrmVHb,sdv-id-TKCfRW,2865.885233195561,Total Loss,204,1,False,True,False
sdv-id-lcIiiw,sdv-id-DrZFeS,1363.9144237673768,Major,92,3,True,True,True
sdv-id-zkjORF,sdv-id-fNKsTb,2759.2022631092436,Minor,307,0,False,False,False
sdv-id-luGcRJ,sdv-id-OeLlJZ,2068.5830239631505,Major,175,2,False,True,False
sdv-id-oRhFAE,sdv-id-EwdCvN,3388.959280813215,Major,141,3,True,False,False
sdv-id-tQhUAb,sdv-id-AdslWO,887.8477012145895,Major,218,4,True,False,False
sdv-id-IQYbDm,sdv-id-GHSSNN,1506.6741809258708,Major,5,3,True,True,False
sdv-id-BbhhCj,sdv-id-iIxzVK,2699.5462451564736,Total Loss,168,2,False,True,False
sdv-id-LmTTYm,sdv-id-twlJqH,1631.3269159409292,Major,321,4,True,True,False
sdv-id-XRILlc,sdv-id-dUwgTp,2377.6814936251944,Major,5,4,True,False,False
sdv-id-hbwaiG,sdv-id-bnLeoM,1999.9089564813805,Major,91,2,True,True,False
sdv-id-scmJAq,sdv-id-epmGOI,864.6479562814944,Total Loss,123,3,True,False,False
sdv-id-tDBIyF,sdv-id-CWgSwi,2083.381923155022,Major,345,3,False,False,False
sdv-id-tFxArE,sdv-id-yVIrXz,2824.033631581968,Total Loss,334,2,False,True,False
sdv-id-XevHbV,sdv-id-wGcuOc,4235.73851053777,Major,5,0,True,True,False
sdv-id-kamGcq,sdv-id-VGmJQM,1360.6997514510954,Major,5,2,True,True,False
sdv-id-mRnSec,sdv-id-UpVAyi,1932.4781922566008,Major,345,2,True,True,False
sdv-id-hrHJtR,sdv-id-Ccbuon,2880.5870476115,Total Loss,116,0,True,False,False
sdv-id-rQopPF,sdv-id-TubqmF,2154.028185970758,Total Loss,276,0,False,True,False
sdv-id-zxaIoX,sdv-id-osDNOT,1372.612042747717,Minor,117,3,False,False,True
sdv-id-sbFFTJ,sdv-id-VDYWHL,3353.341860805239,Major,5,2,True,True,False
sdv-id-wYneGb,sdv-id-CvUHqL,2639.0079396142396,Minor,272,1,False,True,False
sdv-id-vLFimf,sdv-id-MBTlgh,1518.5491018070607,Minor,172,2,False,True,False
sdv-id-wHPiau,sdv-id-XNutbh,1449.2246595305269,Major,345,4,False,True,False
sdv-id-kIEbFS,sdv-id-qlJmZz,2345.661113456827,Major,149,1,False,False,False
sdv-id-evxDUQ,sdv-id-nMiUBG,1622.3775347950257,Major,5,3,True,True,False
sdv-id-jNPUqU,sdv-id-huniRA,1624.0247531860527,Total Loss,282,3,True,False,False
sdv-id-feSCeK,sdv-id-YbyHVb,3321.919011742836,Major,50,1,False,True,False
sdv-id-PFcnwX,sdv-id-BCKQAO,1661.5762412266722,Total Loss,157,3,False,True,False
sdv-id-fjubZQ,sdv-id-ITWzSd,2619.731836891264,Major,70,3,True,False,False
sdv-id-FeexEE,sdv-id-pOnsRc,1315.4627703263727,Major,26,3,True,True,False
sdv-id-CWjXCL,sdv-id-cELYtN,2601.019873320731,Major,215,2,False,True,False
sdv-id-vSDjQW,sdv-id-BQpGOx,3318.4108541416726,Minor,5,0,True,False,False
sdv-id-RBuqDr,sdv-id-YJkUrk,3229.813852719123,Major,345,3,True,True,False
sdv-id-xUojCp,sdv-id-YpHbzP,1898.3230786249871,Major,88,1,True,True,False
sdv-id-vxcRCR,sdv-id-DHcZbe,1136.775641327448,Minor,267,3,False,False,False
sdv-id-MXFwuR,sdv-id-Wexbeg,1841.855529688442,Major,210,2,True,True,False
sdv-id-xPQyMJ,sdv-id-ZZiMnr,2991.452057887511,Total Loss,286,0,True,False,False
sdv-id-viuySd,sdv-id-Rinnsw,1732.380594264135,Minor,345,3,False,False,False
sdv-id-rJiHcX,sdv-id-ouYUoR,1093.442252525545,Minor,188,2,False,True,False
sdv-id-LlROYP,sdv-id-nYkjwy,3643.0325416126457,Major,128,2,True,False,False
sdv-id-FSpyIK,sdv-id-ppEkyt,2634.8176353126655,Major,34,2,False,True,True
sdv-id-uYRczv,sdv-id-JckjJg,501.6351665183595,Major,313,4,True,False,False
sdv-id-TxEMwZ,sdv-id-QzVWNI,2867.108555334194,Major,184,2,False,False,False
sdv-id-xpOhVA,sdv-id-JnLFil,1078.397366144397,Minor,105,3,False,True,False
sdv-id-YjfDeK,sdv-id-elOWFW,2671.88812618703,Minor,172,1,False,False,False
sdv-id-qoPuGq,sdv-id-RJzMra,1971.3696710848644,Major,23,2,True,True,False
sdv-id-rfHHhp,sdv-id-MspqIK,2672.6626472794314,Major,126,3,True,False,False
sdv-id-MnAnhf,sdv-id-ETBDkj,1853.561376044443,Total Loss,59,2,True,True,False
sdv-id-seuhWV,sdv-id-xcYqmk,1977.9054980256624,Minor,5,2,False,False,False
sdv-id-vIufRF,sdv-id-FOtapq,323.25235259606325,Minor,5,2,True,False,False
sdv-id-sugQyD,sdv-id-DOKPYj,2142.582045126159,Minor,244,2,False,True,False
sdv-id-VBaefq,sdv-id-BJZCVr,323.25235259606325,Minor,129,2,False,False,False
sdv-id-NdGQbP,sdv-id-WjAZwK,1789.006492530845,Total Loss,267,2,True,False,False
sdv-id-ZZLykQ,sdv-id-OFLjcF,957.6840148709621,Minor,186,3,False,True,False
sdv-id-qWdDeU,sdv-id-SPCPkD,2378.5216219096437,Minor,101,1,False,True,False
sdv-id-GDsxXg,sdv-id-vluaqQ,814.0058701237647,Total Loss,147,4,False,True,False
sdv-id-ejjNaL,sdv-id-OxWeqw,2727.243671619206,Minor,5,0,True,False,False
sdv-id-qoaDCF,sdv-id-XsWqPr,961.3905433645142,Major,67,4,True,False,False
sdv-id-UbCHQF,sdv-id-kvqejT,2454.485101277602,Major,190,3,True,False,False
sdv-id-xedcKl,sdv-id-gJSqZZ,2628.336831946489,Minor,278,0,False,False,False
sdv-id-otxzdG,sdv-id-SgUUiK,2679.8915610358413,Major,58,3,True,True,False
sdv-id-bntwJi,sdv-id-EfciNL,1643.1609536901096,Major,5,2,True,False,False
sdv-id-QMzfZd,sdv-id-eUBjqr,1301.2371631941242,Major,35,2,False,True,True
sdv-id-EIIoFu,sdv-id-rlBFaN,3189.585051534331,Major,217,4,True,True,False
sdv-id-dGFLGv,sdv-id-nQuiWM,1046.125167912172,Minor,62,2,False,True,False
sdv-id-hqOzBo,sdv-id-bZQxwK,1201.1924523862835,Major,228,3,True,False,False
sdv-id-qkgnKk,sdv-id-wjsJeH,2881.447203402925,Total Loss,345,3,False,True,False
sdv-id-Rzekxx,sdv-id-aAPZTW,2100.9948467536287,Major,275,2,False,True,False
sdv-id-AeOkmz,sdv-id-uZOviL,323.25235259606325,Major,6,4,True,True,False
sdv-id-jsxEfE,sdv-id-MFDRQj,893.3822144301678,Major,228,4,True,True,False
sdv-id-PrsJWr,sdv-id-OpvdAg,1660.5954026975749,Major,194,2,True,False,False
sdv-id-aayakg,sdv-id-BfmXWo,3066.8085217086264,Minor,194,0,False,True,True
sdv-id-mraTxq,sdv-id-TFucla,2434.6056185875873,Major,125,2,True,True,False
sdv-id-UPoRIb,sdv-id-LCaMJR,323.25235259606325,Minor,208,3,False,True,False
sdv-id-vczIJG,sdv-id-gdqHsy,769.7119482758494,Total Loss,171,3,True,True,False
sdv-id-fwOqPK,sdv-id-OrfqAf,3574.128828851267,Minor,55,0,False,False,False
sdv-id-gDZHwe,sdv-id-LwZvzE,1166.0678064057906,Total Loss,5,2,True,False,False
sdv-id-YtffCY,sdv-id-xmycxD,1667.350005150805,Total Loss,5,2,True,True,True
